,Unnamed: 0,bestsellers,first_name,full_name,image,last_name,on_tour,spotlight,occupation,birthday,date_of_death
49,49,True,James,James Ellroy,https://images.randomhouse.com/author/8037,Ellroy,False,"JAMES ELLROY was born in Los Angeles in 1948. He is the author of the Underworld U.S.A. Trilogy:&#160;<i>American Tabloid</i>,&#160;<i>The Cold Six Thousand</i>, and&#160;<i>Blood's A Rover,</i>&#160;and the L.A. Quartet novels:&#160;<i>The Black Dahlia</i>,&#160;<i>The Big Nowhere</i>,&#160;<i>L.A. Confidential</i>, and&#160;<i>White Jazz</i>. He lives in Colorado.",Philosopher,1842-01-11 00:00:00,1910-08-26 00:00:00
50,50,True,Sarah,Sarah Mlynowski,https://images.randomhouse.com/author/58700,Mlynowski,False,"<b>Sarah Mlynowski </b>is the author of the Magic in Manhattan and Whatever After series, as well as&nbsp;<i>Gimme a Call, Ten Things We Did (and Probably Shouldn't Have), Milkrun,</i>&nbsp;and more. Her books have been translated into more than 20 languages. Sarah was born in Montreal but lives and writes in New York City.",American author,1970-06-06 00:00:00,
51,51,True,Tim,Tim Lilburn,https://images.randomhouse.com/author/17658,Lilburn,False,"<p>TIM LILBURN is the author of seven previous books of poetry, including <b>To the River</b>, <b>Kill-site</b>, and <b>Orphic Politics</b>. His work has received the Governor General's Award and the Saskatchewan Book of the Year Award, among other prizes. Lilburn is also the author of two essay collections, <b>Living in the World as if It Were Home</b><i> </i>and <b>Going Home</b>, and edited two other collections on poetics. He teaches at the University of Victoria.</p>",,,
52,52,True,Jules,Jules Feiffer,https://images.randomhouse.com/author/8487,Feiffer,False,"<b>JULES FEIFFER</b>'s Pulitzer-winning comic strip ran for forty-two years in the <i>Village Voice</i> and one hundred other papers<i>. </i>He is the author of a wide range of additional creative work, including the Obie Award-winning play <i>Little Murders</i>, the screenplay for <i>Carnal Knowledge</i>, and the Oscar-winning short animation, <i>Munro</i>. Other works include the plays <i>Knock Knock</i> (a Tony award nominee) and <i>Grown-Ups</i>; the novels <i>Harry, the Rat with Women </i>and <i>Ackroyd</i>; the screenplays <i>Popeye</i> and <i>I Want to Go Home</i> (winner of the best screenplay award at the Venice Film Festival); and the children's books T<i>he Man in the Ceiling</i>, <i>Bark, George</i>, and the illustrations for <i>Which Puppy?</i> by his daughter, Kate, and the children&rsquo;s classic <i>The Phantom Tollbooth</i>.",,,
53,53,True,Jack,Jack Prelutsky,https://images.randomhouse.com/author/24470,Prelutsky,False,"<i>&#8220;I have always enjoyed playing with words, but I had no idea that I would be a writer. There was a time when I couldn&#8217;t stand poetry! . . . When I was a young man, I discovered poetry again and it changed my life.&#8221;&#8212;Jack Prelutsky</i><br><br>Jack Prelutsky has written more than 40 books of verse and has compiled a number of poetry anthologies. His anthology, <i>The 20th-Century Children&#8217;s Poetry Treasury</i>, includes 211 wonderful poems that represent the best the century has to offer.<br><br><b><br>ABOUT THE AUTHOR</b><br><br>For years, Jack Prelutsky&#8217;s inventive poems have inspired legions of children to fall in love with poetry. His outrageously silly poems have tickled even the most stubborn funny bones, while his darker verses have spooked countless late-night readers. His award-winning books include <i>Tyrannosaurus Was a Beast, The Dragons Are Singing Tonight, The Random House Book of Poetry for Children,</i> and <i>The Beauty of the Beast</i>.<br><br>While attending a Bronx, New York, grade school, Prelutsky took piano and voice lessons and was a regular in school shows. Surprisingly, Prelutsky developed a healthy dislike for poetry due to a teacher who &#8220;left me with the <br>impression that poetry was the literary equivalent of liver. I was told it was good for me, but I wasn&#8217;t convinced.&#8221; <br><br>In his early twenties, Prelutsky spent six months drawing imaginary animals in ink and watercolor. One evening, he wrote two dozen short poetry verses to accompany each drawing. A friend encouraged him to show them to an editor, who loved his poems (although not his artwork!) and urged him to keep writing. Prelutsky listened and he is still busy writing.<br><br>Jack Prelutsky lives on Mercer Island in Washington with his wife, Carolynn. <br><br><b>PRAISE</b><br><br>THE 20TH-CENTURY CHILDREN&#8217;S POETRY TREASURY<br>&#8220;A splendid collection.&#8221;&#8212;Starred, <i>School Library Journal</i><br><br>&#8220;Teachers and librarians will want to use this millennial volume with Prelutsky&#8217;s <i>Random House Book of Poetry</i> <i>for Children</i> to introduce our best children&#8217;s poets and encourage children to write about their immediate experience.&#8221;&#8212;<i>Booklist</i><br><br>THE RANDOM HOUSE BOOK OF POETRY FOR CHILDREN<br>&#8220;A generous collection with a distinctly upbeat tone, this gives a taste of the best poets writing for children over the last several decades.  Lobel&#8217;s drawings imbue the whole with action and graphic images as inventive as the verse. Successfully geared to meet home, school, and library needs.&#8221;&#8212;Starred, <i>Booklist </i>",,,
54,54,True,George,George Orwell,https://images.randomhouse.com/author/22880,Orwell,False,"<b>George Orwell</b> (1903&ndash;1950) served with the Imperial Police in Burma, fought with the Republicans during the Spanish Civil War, and was a member of the Home Guard and a writer for the BBC during World War II. He is the author of many works of nonfiction and fiction. He is best known for his novels <i>1984 </i>and <i>Animal Farm</i>.",Playwright,1856-07-26 00:00:00,1950-11-02 00:00:00
55,55,True,Annette Curtis,Annette Curtis Klause,https://images.randomhouse.com/author/48104,Klause,False,"<b>Annette Curtis Klause</b> is head of children&rsquo;s services at the Aspen Hill Community Library in Maryland.&nbsp;Born in Bristol, England, she now lives in Hyattsville, Maryland, with her husband and their cats.&nbsp;When she was young, Annette&rsquo;s daddy sat her on his lap and told her the plots of the best old horror movies.&nbsp;This seems to have made a strong impression.&nbsp;Annette Curtis Klause holds a BA in English literature and an MLS from the University of Maryland, College Park, but when excited, she still has a tendency to howl.",,,
56,56,True,Susan,Susan Vreeland,https://images.randomhouse.com/author/61075,Vreeland,False,"<b>Susan Vreeland</b>&#160;is the <i>New York Times</i> bestselling author of eight books, including<i> Clara and Mr. Tiffany</i> and <i>Girl in Hyacinth Blue. </i>She died in 2017.",,,
57,57,True,Harry,Harry Turtledove,https://images.randomhouse.com/author/31599,Turtledove,False,"<b>Harry Turtledove</b> is the award-winning author of the alternate-history works <i>The Man with the Iron Heart, The Guns of the South, </i>and <i>How Few Remain</i> (winner of the Sidewise Award for Best Novel); the Hot War books: <i>Bombs Away, Fallout, </i>and<i> Armistice;</i> the War That Came Early novels: <i>Hitler&rsquo;s War, West and East, The Big Switch,</i> <i>Coup d&rsquo;Etat, Two Fronts, </i>and<i> Last Orders; </i>the Worldwar saga: <i>In the Balance, Tilting the Balance, Upsetting the Balance,</i> and<i> Striking the Balance;</i> the Colonization books: <i>Second Contact, Down to Earth,</i> and<i> Aftershocks; </i>the Great War epics: <i>American Front, Walk in Hell,</i> and <i>Breakthroughs;</i> the American Empire novels: <i>Blood and Iron, The Center Cannot Hold, </i>and <i>Victorious Opposition;</i> and the Settling Accounts series: <i>Return Engagement, Drive to the East, The Grapple, </i>and<i> In at the Death</i>. Turtledove is married to fellow novelist Laura Frankos. They have three daughters&mdash;Alison, Rachel, and Rebecca&mdash;and two granddaughters, Cordelia Turtledove Katayanagi and Phoebe Quinn Turtledove Katayanagi.",,,
58,58,True,Rafe,Rafe Esquith,https://images.randomhouse.com/author/37209,Esquith,False,"Rafe Esquith is beginning his eighteenth year at Hobart Elementary School in Los Angeles. He is the product of the Los Angeles public schools and a graduate of UCLA. His many honors and awards include the 1992 Disney National Outstanding Teacher of the Year Award, a Sigma Beta Delta Fellowship from Johns Hopkins University, <i>Parents Magazine&#8217;s</i> As You Grow Award, Oprah Winfrey&#8217;s Use Your Life Award, and an MBE from Queen Elizabeth. He lives in Los Angeles with his wife, Barbara Tong.",,,
59,59,True,Joan,Joan Aiken,https://images.randomhouse.com/author/216,Aiken,False,"<b>Joan Aiken</b> was born in Sussex, England, to American poet Conrad Aiken and his Canadian wife, Jessie McDonald Aiken. She wrote more than 100 books for young readers and adults. Perhaps her best-known books for children are the Wolves Chronicles, which began with the now classic&nbsp;<i>The Wolves of Willoughby Chase</i>, for which she won the Lewis Carroll Award. Her novels are internationally acclaimed and, among other honors, she was a recipient of the Edgar Allan Poe Award in the United States and the&nbsp;Guardian&nbsp;Award in her native England. Joan Aiken was awarded the title Member of the British Empire by Queen Elizabeth II in 1999.",,,
60,60,True,Pat,Pat Barker,https://images.randomhouse.com/author/1404,Barker,False,"<p>Pat Barker is the author of&#160;<i>Union Street</i>,&#160;<i>Blow Your House Down</i>,&#160;<i>Liza&rsquo;s England</i>,&#160;<i>The Man Who Wasn't There</i>, the Regeneration trilogy (<i>Regeneration</i>,&#160;<i>The Eye in the Door</i>, and&#160;<i>The Ghost Road</i>, which won the Booker Prize),&#160;<i>Another World</i>,&#160;<i>Border Crossing</i>,&#160;<i>Double Vision</i>, and the Life Class trilogy (<i>Life Class</i>,&#160;<i>Toby's Room</i>, and&#160;<i>Noonday</i>). She lives in Durham, England.<br><br></p>",,,
61,61,True,Yotam,Yotam Ottolenghi,https://images.randomhouse.com/author/99666,Ottolenghi,False,"<p><b>Yotam Ottolenghi</b>&#160;is a seven-time&#160;<i>New York Times</i>&#160;best-selling cookbook author who contributes to the&#160;<i>New York Times</i>&#160;Food section and has a weekly column in&#160;<i>The Guardian</i>. His&#160;<i>Ottolenghi Simple</i>&#160;was selected as a best book of the year by NPR and the&#160;<i>New York Times</i>;&#160;<i>Jerusalem</i>, written with Sami Tamimi, was awarded Cookbook of the Year by the International Association of Culinary Professionals and named Best International Cookbook by the James Beard Foundation. He lives in London, where he co-owns an eponymous group of restaurants and the fine-dining destinations Nopi and Rovi.</p>",,,
62,62,True,Caitlin,Caitlin Kittredge,https://images.randomhouse.com/author/94547,Kittredge,False,"<p>Caitlin Kittredge has been an unrepentant geek since the age of twelve, when she  first saw ""Star Wars.""  When she's not writing about super-powered dystopias, she  blogs, goes to the movies, reads books and comics voraciously, collects vintage clothes,  and turns her music up too loud.  She lives in Olympia, Washington, with a garage  full of comics and two pushy cats.</p>",,,
63,63,True,Jane,Jane Hamilton,https://images.randomhouse.com/author/11711,Hamilton,False,"<b>Jane Hamilton</b> is the author of&#160;<i>The Book of Ruth</i>, winner of the PEN/Hemingway Award for First Fiction;&#160;<i>A Map of the World</i>, a&#160;<i>New York Times</i>&#160;Notable Book of the Year and named one of the top ten books of the year by&#160;<i>Entertainment Weekly</i>,&#160;<i>Publishers Weekly</i>, <i>the</i>&#160;<i>Miami Herald</i>, and&#160;<i>People</i>&#160;magazine;&#160;<i>Disobedience</i>; and&#160;<i>The Short History of a Prince</i>. She lives in Rochester, Wisconsin.",Author,1775-12-16 00:00:00,1817-07-18 00:00:00
64,64,True,Jaimy,Jaimy Gordon,https://images.randomhouse.com/author/144726,Gordon,False,"<p>Jaimy Gordon&rsquo;s <i>Lord of Misrule</i> won the National Book Award in 2010, and was also a finalist for the Pen/Faulkner Award. <i>Bogeywoman</i>, her third novel, was on the <i>Los Angeles Times </i>list of Best Books for 2000. Her second novel, <i>She Drove Without Stopping, </i>brought her an Academy Award for her fiction from the American Academy of Arts and Letters. She has been a fellow of the Fine Arts Work Center, Provincetown, and the Bunting (now Radcliffe) Institute at Harvard. She teaches at Western Michigan University in Kalamazoo and in the Prague Summer Program for Writers.</p>",,,
65,65,True,Haruki,Haruki Murakami,https://images.randomhouse.com/author/21587,Murakami,False,"HARUKI MURAKAMI&#160;was born in Kyoto in 1949 and now lives near Tokyo. His work has been translated into more than fifty languages, and the most recent of his many international honors is the Hans Christian Andersen Literature Award, whose previous recipients include Isabel Allende, Karl Ove Knausg&aring;rd, and Salman Rushdie.<br><br>harukimurakami.com",Novelist,1949-01-12 00:00:00,
66,66,True,Libba,Libba Bray,https://images.randomhouse.com/author/53261,Bray,False,"<b>Libba Bray</b> is the author of the <i>New York Times</i> bestselling Gemma Doyle Trilogy, which comprises the novels <i>A Great and Terrible Beauty, Rebel Angels</i>, and <i>The Sweet Far Thing</i>. She has written short stories about everything from Cheap Trick concerts to <i>The Rocky Horror Picture Show</i> devotees to meeting Satan worshippers on summer vacation. Libba lives in Brooklyn, New York, with her husband, son, and two cats. Her dream is to stop sucking so badly at drums in Rock Band. You may visit her at libbabray.com, and you don&rsquo;t even have to call first.",,,
67,67,True,Chimamanda Ngozi,Chimamanda Ngozi Adichie,https://images.randomhouse.com/author/58607,Adichie,False,"<p>Chimamanda Ngozi Adichie grew up in Nigeria. Her work has been translated into thirty languages and has appeared in various publications, including <i>The New Yorker</i>, <i>The New York Times</i>, <i>Granta</i>, <i>The O. Henry Prize Stories</i>, <i>Financial Times</i>, and <i>Zoetrope: All-Story</i>. She is the author of the novels <i>Purple Hibiscus</i>, which won the Commonwealth Writers&rsquo; Prize and the Hurston/Wright Legacy Award; <i>Half of a Yellow Sun</i>, which was the recipient of the Women&rsquo;s Prize for Fiction &ldquo;Winner of Winners&rdquo; award; <i>Americanah</i>, which won the National Book Critics Circle Award; the story collection <i>The Thing Around Your Neck</i>; and the essays <i>We Should All Be Feminists</i> and <i>Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions</i>, both national bestsellers. A recipient of a MacArthur Fellowship, she divides her time between the United States and Nigeria. <br><br></p>",,,
68,68,True,Marjane,Marjane Satrapi,https://images.randomhouse.com/author/43801,Satrapi,False,"<b>Marjane Satrapi</b>&nbsp;was born in Rasht, Iran. She now lives in Paris, where she is a regular contributor to magazines and newspapers throughout the world, including&nbsp;the<i> New Yorker&nbsp;</i>and&nbsp;the<i> New York Times.</i>&nbsp;She is the author of&nbsp;<i>Persepolis, Persepolis 2, Embroideries, Chicken with Plums,&nbsp;</i>and several children's books. She cowrote and codirected the animated feature film version of&nbsp;<i>Persepolis,&nbsp;</i>which was nominated for an Academy Award for Best Animated Feature.",,,
69,69,True,Salvatore,Salvatore Scibona,https://images.randomhouse.com/author/244212,Scibona,False,"<b>Salvatore Scibona</b>&rsquo;s first book,&#160;<i>The End</i>, was a finalist for the National Book Award, and winner of the Young Lions Fiction Award from the New York Public Library and the Norman Mailer Cape Cod Award for Exceptional Writing. He was awarded a 2009 Whiting Writers&rsquo; Award.&#160;In 2010 he was awarded a Guggenheim Fellowship and was included in the <i>New Yorker</i>'s ""20 Under 40"" list of writers to watch<i>.&#160;The End</i>&#160;is published or forthcoming in seven languages.&#160;    Scibona's short fiction has won a Pushcart Prize and an O. Henry Award.&#160; His work has appeared in&#160;<i>The Pushcart Book of Short Stories: The Best Stories from a Quarter-Century of the Pushcart Prize</i>,&#160;<i>Best New American Voices</i>,&#160;<i>The Threepenny Review</i>,&#160;<i>A Public Space</i>,&#160;<i>Divisione di la Repubblica</i>,&#160;<i>Satisfiction</i>, the&#160;<i>New York Times</i>, and the&#160;<i>New Yorker</i>. A graduate of St. John&rsquo;s College in Santa Fe and of the Iowa Writers&rsquo; Workshop, he administers the writing fellowship at the Fine Arts Work Center in Provincetown, Massachusetts.",,,
70,70,True,Sophie,Sophie Kinsella,https://images.randomhouse.com/author/15772,Kinsella,False,"<b>Sophie Kinsella </b>is the author of the bestselling Shopaholic series as well as the novels <i>Can You Keep a Secret?, The Undomestic Goddess, Remember Me?, Twenties Girl, I&rsquo;ve Got Your Number, Wedding Night, My Not So Perfect Life, </i>and, most recently, <i>Surprise Me</i>. She lives between London and the country.",,,
71,71,True,Timothy,Timothy Snyder,https://images.randomhouse.com/author/246064,Snyder,False,"<B>Timothy Snyder</B> is the Levin Professor of History at Yale University and the author of <I>The Road to Unfreedom</I>, <I>On Tyranny</I>, <I>Black Earth</I>, and <I>Bloodlands</I>. His work has received the Hannah Arendt Prize, the Leipzig Book Prize for European Understanding, and an award in literature from the American Academy of Arts and Letters. He lives in New Haven, Connecticut.",,,
72,72,True,Robert,Robert Harris,https://images.randomhouse.com/author/12040,Harris,False,"ROBERT HARRIS is the author of twelve novels:&#160;<i>Fatherland, Enigma, Archangel, Pompeii, Imperium, The Ghost Writer, Conspirata, The Fear Index, An Officer and a Spy, Dictator, Conclave,&#160;</i>and&#160;<i>Munich.</i>&#160;Several of his books have been adapted to film, most recently&#160;<i>The Ghost.</i>&#160;His work has been translated into thirty-seven languages. He lives in the village of Kintbury, England, with his wife, Gill Hornby.",Author,1907-07-07 00:00:00,1988-05-08 00:00:00
73,73,True,John,John Boyne,https://images.randomhouse.com/author/70373,Boyne,False,"<b>John Boyne</b>&#160;was born in Ireland in 1971. He is the author of eleven novels for adults, five for younger readers and a collection of short stories. His 2006 novel <i>The Boy In the Striped Pajamas </i>sold 9 million copies worldwide and has been adapted for cinema, theatre, ballet and opera. John has won three Irish Book Awards and many other international literary awards and his novels are published in over 50 languages. He lives in Dublin.",Poet,1631-08-19 00:00:00,1700-05-01 00:00:00
74,74,True,Robert B.,Robert B. Parker,https://images.randomhouse.com/author/60208,Parker,False,"<b>Robert B. Parker</b>&#160;was the author of seventy books, including the legendary Spenser detective series, the novels featuring Police Chief Jesse Stone, and the acclaimed Virgil Cole&ndash;Everett Hitch westerns, as well as the Sunny Randall novels. Winner of the Mystery Writers of America Grand Master Award and long considered the undisputed dean of American crime fiction, he died in January 2010.",Author,1907-07-07 00:00:00,1988-05-08 00:00:00
75,75,True,Franz,Franz Kafka,https://images.randomhouse.com/author/14934,Kafka,False,"<p><b>FRANZ KAFKA&#160;</b>was born in 1883 in Prague, where he lived most of his life. During his lifetime, he published only a few short stories, including &ldquo;The Metamorphosis,&rdquo; &ldquo;The Judgment,&rdquo; and &ldquo;The Stoker.&rdquo; He died in 1924, before completing any of his full-length novels. At the end of his life, Kafka asked his lifelong friend and literary executor Max Brod to burn all his unpublished work. Brod overrode those wishes.</p>",,,
76,76,True,Gary,Gary Webb,https://images.randomhouse.com/author/147262,Webb,False,"An award-winning investigative reporter,&#160;<b>GARY WEBB</b>&#160;(1955&ndash;2004) is best known for his &ldquo;Dark Alliance&rdquo; series that linked a Northern California drug ring with the CIA and the United States&rsquo; burgeoning crack epidemic. When the story first appeared in 1996 on the website of the&#160;<i>San Jose Mercury News</i>, it became an unprecedented internet sensation, receiving up to 1.3 million hits daily. The report was the target of a famously vicious media backlash that ended his career as a mainstream journalist. When Webb told the whole story in the book&#160;<i>Dark Alliance</i>, some of the same publications that had vilified him retracted their criticism and praised his courage in telling the truth about one of the worst official abuses in our nation&rsquo;s history. Others, including his own former newspaper and the&#160;<i>New York Times</i>, continued to treat him as an outlaw. Before joining the&#160;<i>Mercury News</i>, Webb cut his journalism teeth at the&#160;<i>Kentucky Post</i>&#160;and&#160;<i>Cleveland Plain Dealer</i>. He is the co-recipient of an Investigative Reporters and Editors Award (for a story at the Post about links between the Kentucky coal mining industry and organized crime) and a Pulitzer Prize (as part of a team at the&#160;<i>Mercury News</i>&#160;covering the 1988 San Francisco Earthquake).&#160;<i>Dark Alliance</i>&#160;won the 1998 Firecracker Alternative Book Award in the Politics category, and was a finalist for the PEN/Newman&rsquo;s Own First Amendment Award. In 2014 Webb&rsquo;s story was adapted into the major motion picture&#160;<i>Kill the Messenger</i>. His death in 2004 was ruled a suicide.",,,
77,77,True,Diana,Diana Gabaldon,https://images.randomhouse.com/author/9526,Gabaldon,False,"<b>Diana Gabaldon</b> is the #1 <i>New York Times</i> bestselling author of the wildly popular Outlander novels&mdash;<i>Outlander, Dragonfly in Amber, Voyager, Drums of Autumn, The Fiery Cross, A Breath of Snow and Ashes</i> (for which she won a Quill Award and the Corine International Book Prize), <i>An Echo in the Bone, </i>and<i> Written in My Own Heart&rsquo;s Blood</i>&mdash;as well as a collection of Outlander fiction, <i>Seven Stones to Stand or Fall; </i>the related Lord John Grey books <i>Lord John and the Private Matter, Lord John and the Brotherhood of the Blade, Lord John and the Hand of Devils, </i>and<i> The Scottish Prisoner;</i> two works of nonfiction, <i>The Outlandish Companion, Volumes 1 </i>and<i> 2; </i>the Outlander graphic novel, <i>The Exile; </i>and<i> The Official Outlander Coloring Book</i>. She lives in Scottsdale, Arizona, with her husband.<br><br>Diana Gabaldon<b>&#160;</b>is available for select readings and lectures. To inquire about a possible appearance, please contact Penguin Random House Speakers Bureau at speakers@penguinrandomhouse.com or visit www.prhspeakers.com.",,,
78,78,True,John,John Grisham,https://images.randomhouse.com/author/11178,Grisham,True,"<b>John Grisham</b> is the author of thirty novels, one work of nonfiction, a collection of stories, and six novels for young readers.",Poet,1631-08-19 00:00:00,1700-05-01 00:00:00
79,79,True,April,April Lurie,https://images.randomhouse.com/author/18284,Lurie,False,This is <b>April Lurie</b>&#8217;s debut novel.,,,
80,80,True,Dani,Dani Shapiro,https://images.randomhouse.com/author/27869,Shapiro,True,"<p>DANI SHAPIRO is the author of the&#160;<i>New York Times</i>&#160;bestselling memoir&#160;<i>Inheritance,&#160;</i>as well as&#160;<i>Hourglass, Still Writing, Devotion,</i>&#160;and&#160;<i>Slow Motion</i>&#160;and five novels including&#160;<i>Black &amp; White</i>&#160;and&#160;<i>Family History</i>. Also an essayist and a journalist, Shapiro's short fiction, essays, and journalistic pieces have appeared in&#160;<i>The New Yorker, Granta, Tin House, One Story, Elle, Vogue, O, The Oprah Magazine, The New York Times Book Review,</i>&#160;the op-ed pages of the&#160;<i>New York Times</i>, and many other publications. She has taught in the writing programs at Columbia, NYU, the New School, and Wesleyan University; she is cofounder of the Sirenland Writers Conference in Positano, Italy. Shapiro is the host of the hit podcast,&#160;<i>Family Secrets.</i>&#160;She lives with her family in Litchfield County, Connecticut.</p>",,,
